'2021-05-15 18:00:01',166.952,3.70111,2.6725,'sth4075810b9'
'2021-05-15 18:10:01',31.8651,3.81789,1.97396,'sth208b1af86'
'2021-05-15 18:20:01',32.1548,2.19028,2.96942,'sth407b73a83'
'2021-05-15 18:30:01',45.8544,1.21383,1.97728,'sth208dd3a91'
'2021-05-15 18:40:01',37.1143,3.01316,2.28749,'sth208f558d1'
'2021-05-15 18:50:01',25.1567,2.35635,2.83599,'sth40796b2be'
'2021-05-15 19:00:01',29.5418,3.48931,1.71317,'sth2087385d8'
'2021-05-15 19:10:01',26.5601,2.36727,1.69261,'sth4070ec691'
'2021-05-15 19:20:01',36.5623,2.05288,1.69279,'sth2087858b3'
'2021-05-15 19:30:02',37.9013,2.98032,1.71024,'sth20810d974'
'2021-05-15 19:40:01',39.4159,2.5396,1.53363,'sth407dd210b'
'2021-05-15 19:50:01',54.6752,3.0854,1.60973,'sth2083ce41e'
'2021-05-15 20:00:01',29.7043,2.83752,2.88493,'sth40707357f'
'2021-05-15 20:10:01',71.2793,1.00419,1.79518,'sth208c015aa'
'2021-05-15 20:20:02',63.2712,4.48052,1.11258,'sth407ca1277'
'2021-05-15 20:30:01',43.1285,2.19385,1.55794,'sth40792ae8c'
'2021-05-15 20:40:01',125.141,1.45491,1.77393,'sth40702c60a'
'2021-05-15 20:50:01',57.8331,2.54478,2.27718,'sth2086d85b7'
'2021-05-15 21:00:01',42.9529,1.67264,1.88739,'sth40708fad5'
'2021-05-15 21:10:01',55.5218,2.09415,1.26374,'sth208f1953e'
'2021-05-15 21:20:01',327.375,0.828635,0.347315,'sth407dbf767'
'2021-05-15 21:30:01',549.992,1.06096,0.269665,'sth20865bcdc'
'2021-05-15 21:40:01',647.559,1.03083,0.268714,'sth4072814a5'
'2021-05-15 21:50:01',441.38,1.3719,0.326146,'sth407caa554'
'2021-05-15 22:00:01',422.952,1.83014,0.477955,'sth407e45d72'
'2021-05-15 22:10:01',418.141,0.956796,0.325651,'sth4073c2786'
'2021-05-15 22:20:01',26.015,1.98275,2.52744,'sth407913786'
'2021-05-15 22:30:01',440.491,1.60126,0.339855,'sth2087667ee'
'2021-05-15 22:40:02',558.599,1.62922,0.346268,'sth4075a1fb6'
'2021-05-15 22:50:01',32.9933,2.63392,2.14684,'sth208a20563'
'2021-05-15 23:00:01',592.679,1.33156,1.65837,'sth40775e277'
'2021-05-15 23:10:01',37.0046,1.94175,1.55268,'sth2080f4503'
'2021-05-15 23:20:01',26.2611,4.68986,2.55727,'sth4078af65f'
'2021-05-15 23:30:01',437.117,1.8972,1.19737,'sth400a8a91e'
'2021-05-15 23:40:01',29.9701,2.98908,2.04314,'sth4001aa988'
'2021-05-15 23:50:02',25.6888,2.18921,1.9412,'sth400fb94a9'
'2021-05-16 00:00:01',32.6908,4.51991,1.77655,'sth20832f916'
'2021-05-16 00:10:01',38.5147,2.516,2.59482,'sth208683921'
'2021-05-16 00:20:02',34.5001,2.22913,2.22896,'sth208e68e3f'
'2021-05-16 00:30:01',42.4428,1.69262,2.00289,'sth400d16d51'
'2021-05-16 00:40:01',35.4489,5.73495,2.57711,'sth400e31ef6'
'2021-05-16 00:50:01',26.7997,5.51068,2.56474,'sth400deca83'
'2021-05-16 01:00:01',28.5656,5.82737,2.81915,'sth208250daa'
'2021-05-16 01:10:01',22.1173,7.28255,3.45183,'sth400809ea9'
'2021-05-16 01:20:01',106.665,5.50659,3.2104,'sth208f2bba9'
'2021-05-16 01:30:01',27.3756,5.87178,3.0142,'sth208ef7cce'
'2021-05-16 01:40:01',25.7057,5.30314,3.26405,'sth400e136aa'
'2021-05-16 01:50:01',80.0981,5.36361,2.22888,'sth40057c3ed'
'2021-05-16 02:00:01',25.3218,6.38148,2.74165,'sth208130a00'
'2021-05-16 02:10:02',35.4566,3.71454,2.26024,'sth208d1d621'
'2021-05-16 02:20:01',23.9572,9.56998,3.6136,'sth400bc642b'
'2021-05-16 02:30:01',30.8723,4.21453,2.55425,'sth400bf9160'
'2021-05-16 02:40:01',32.8453,4.35085,2.19642,'sth208f14c19'
'2021-05-16 02:50:01',27.2629,10.4412,4.09986,'sth40052e3b9'
'2021-05-16 03:00:01',22.9614,7.93554,3.5506,'sth20883f69d'
'2021-05-16 03:10:01',27.7471,6.55948,2.88516,'sth2087dec09'
'2021-05-16 03:20:01',24.8598,5.26029,2.71511,'sth208650fa0'
'2021-05-16 03:30:01',22.8279,5.48022,2.68982,'sth20850ad00'
'2021-05-16 03:40:01',31.7008,8.88193,3.57024,'sth2089b796b'
'2021-05-16 03:50:01',31.4023,4.0787,2.16737,'sth4005726ac'
'2021-05-16 04:00:02',39.5226,5.05849,2.50898,'sth20880bce7'
'2021-05-16 04:10:01',27.9874,7.06656,3.15616,'sth4003f9e1e'
'2021-05-16 04:20:02',105.983,4.2362,2.61749,'sth4007ad160'
'2021-05-16 04:30:01',24.3746,7.34677,3.32963,'sth40053a3e5'
'2021-05-16 04:40:01',32.8568,8.45809,4.00516,'sth2085e6587'
'2021-05-16 04:50:01',31.1108,3.90075,2.51898,'sth40084fa21'
'2021-05-16 05:00:01',34.5717,5.69794,3.12407,'sth208b3b9aa'
'2021-05-16 05:10:01',27.6791,4.45065,2.5658,'sth2089af31c'
'2021-05-16 05:20:01',25.167,9.80112,4.45585,'sth208cfd6f5'
'2021-05-16 05:30:01',36.5589,4.14888,2.22227,'sth400804f92'
'2021-05-16 05:40:01',32.5248,2.66137,2.05608,'sth400b1d278'
'2021-05-16 05:50:01',56.3106,2.27674,2.74823,'sth2081de6e6'
'2021-05-16 06:00:01',31.3895,3.35964,2.52852,'sth2086132f6'
'2021-05-16 06:10:01',25.5658,7.96792,3.26835,'sth400015b20'
'2021-05-16 06:20:01',27.3822,6.94703,2.33036,'sth4003104b6'
'2021-05-16 06:30:01',55.1324,2.46668,2.34982,'sth208914134'
'2021-05-16 06:40:01',31.9794,4.06553,1.37999,'sth208ee2e72'
'2021-05-16 06:50:02',37.0906,2.39594,2.30221,'sth20824d99d'
'2021-05-16 07:00:01',71.4431,3.82842,2.49533,'sth400cdd530'
'2021-05-16 07:10:01',27.3903,4.99471,2.7515,'sth40047ef9f'
'2021-05-16 07:20:01',29.1271,2.64102,2.5961,'sth40060b26c'
'2021-05-16 07:30:01',28.0988,4.81844,2.22992,'sth20824d5d1'
'2021-05-16 07:40:01',39.6255,1.53836,1.94803,'sth2085afd8b'
'2021-05-16 07:50:01',26.9908,3.83797,2.50668,'sth20890be44'
'2021-05-16 08:00:01',30.6112,5.10222,2.37952,'sth208cd1fac'
'2021-05-16 08:10:01',25.9704,3.52065,1.95281,'sth208ad746b'
'2021-05-16 08:20:01',32.9995,1.35922,2.30952,'sth20849ec64'
'2021-05-16 08:30:01',45.7997,2.77719,2.47784,'sth208bea6b1'
'2021-05-16 08:40:01',34.1266,3.91936,2.67146,'sth40002aee3'
'2021-05-16 08:50:01',50.9836,4.95899,2.88771,'sth400cdc914'
'2021-05-16 09:00:01',25.2541,7.50425,3.09522,'sth2080ffd37'
'2021-05-16 09:10:01',37.6124,2.01212,1.73019,'sth2080e4de9'
'2021-05-16 09:20:01',27.6815,3.54712,2.26933,'sth208e2e6fa'
'2021-05-16 09:30:01',69.6335,1.26677,2.88562,'sth4005dbd0e'
'2021-05-16 09:40:02',113.798,1.8446,1.33311,'sth20845bd80'
'2021-05-16 09:50:01',22.5577,2.50118,1.82861,'sth208289008'
'2021-05-16 10:00:01',29.0191,6.26469,3.31162,'sth208e64957'
'2021-05-16 10:10:01',37.5176,1.38776,1.64812,'sth4008d241e'
'2021-05-16 10:20:01',29.4029,3.21923,1.59008,'sth2089c64a0'
'2021-05-16 10:30:01',39.6542,2.8444,1.32238,'sth208fe09e4'
'2021-05-16 10:40:01',22.9683,4.52283,2.60607,'sth208ea2c71'
'2021-05-16 10:50:02',247.427,3.34873,2.99671,'sth400045516'
'2021-05-16 11:00:01',26.2955,3.40111,2.10295,'sth400484a44'
'2021-05-16 11:10:01',33.1724,3.46363,1.88721,'sth2089186b8'
'2021-05-16 11:20:01',30.8356,2.32152,1.24966,'sth400a64e1f'
'2021-05-16 11:30:01',33.6902,1.99884,2.04774,'sth208fd8cd2'
'2021-05-16 11:40:01',31.2273,2.2865,1.21253,'sth40054a22c'
'2021-05-16 11:50:01',31.9471,7.75961,2.51976,'sth20816eea5'
'2021-05-16 12:00:01',28.0302,7.09918,2.64002,'sth2085428e7'
'2021-05-16 12:10:01',26.1234,1.82161,1.31505,'sth40013b5dc'
'2021-05-16 12:20:01',28.7088,2.71857,2.41413,'sth208c56b2b'
'2021-05-16 12:30:01',27.0543,3.60448,2.23154,'sth400c1082e'
'2021-05-16 12:40:01',41.7141,2.51044,2.49906,'sth208d11e5c'
'2021-05-16 12:50:01',36.4197,1.93571,1.39674,'sth2080e73a6'
'2021-05-16 13:00:01',27.5854,3.71273,1.48554,'sth4000a97fd'
'2021-05-16 13:10:01',26.7901,7.50996,3.38127,'sth2081f5aaf'
'2021-05-16 13:20:01',29.1195,4.64016,2.06334,'sth208f233fd'
'2021-05-16 13:30:01',42.4213,1.84765,2.05372,'sth208971407'
'2021-05-16 13:40:01',29.9926,5.12616,3.53232,'sth400d8cb04'
'2021-05-16 13:50:01',36.4324,2.17571,2.23149,'sth2083a17d7'
'2021-05-16 14:00:01',32.7143,1.62245,1.78435,'sth4003e8632'
'2021-05-16 14:10:01',42.2973,0.448411,0.393938,'sth2087d23c4'
'2021-05-16 14:20:01',28.5202,1.42055,3.04995,'sth4004a9a4e'
'2021-05-16 14:30:01',34.5385,2.98244,1.42367,'sth208b68eb9'
'2021-05-16 14:40:01',34.0225,0.572599,1.36921,'sth208bd0b26'
'2021-05-16 14:50:01',28.3196,1.20147,2.30325,'sth400777c5c'
'2021-05-16 15:00:01',130.902,2.1854,2.60898,'sth208bfb7d3'
'2021-05-16 15:10:01',28.9765,3.00322,1.65608,'sth40053b00e'
'2021-05-16 15:20:01',37.9569,2.50841,2.23021,'sth20806379d'
'2021-05-16 15:30:01',28.51,2.7218,1.9973,'sth400997173'
'2021-05-16 15:40:01',25.3383,0.968612,1.33237,'sth2088444b3'
'2021-05-16 15:50:01',22.4648,0.800883,1.90441,'sth40089915f'
'2021-05-16 16:00:01',24.9691,1.31044,2.44022,'sth40062f985'
'2021-05-16 16:10:01',61.9494,3.17729,2.40733,'sth2087b565e'
'2021-05-16 16:20:01',26.8607,2.77904,2.1077,'sth40000680c'
'2021-05-16 16:30:01',33.8194,1.58041,1.934,'sth20851ce1b'
'2021-05-16 16:40:01',70.9954,3.57822,3.07867,'sth208215326'
'2021-05-16 16:50:01',26.1078,4.15953,2.15103,'sth4006a8c53'
'2021-05-16 17:00:01',30.0166,5.06931,3.85885,'sth208f02215'
'2021-05-16 17:10:02',35.1644,2.24443,1.88019,'sth208f1b254'
'2021-05-16 17:20:01',40.8132,1.15089,1.29962,'sth20870b156'
'2021-05-16 17:30:01',33.4128,6.46446,2.48268,'sth400961aa6'
'2021-05-16 17:40:01',78.4417,2.4937,1.53612,'sth208b5e422'
'2021-05-16 17:50:01',30.581,2.15018,3.0732,'sth208e5194a'
'2021-05-16 18:00:01',41.1009,1.79146,1.43397,'sth4006d07b1'
'2021-05-16 18:10:01',33.6509,3.14655,1.36172,'sth208a0ad72'
'2021-05-16 18:20:01',28.2671,2.67441,3.10918,'sth400f24074'
'2021-05-16 18:30:01',37.1424,1.02088,1.63682,'sth20873dc7b'
'2021-05-16 18:40:01',25.964,0.73511,1.04823,'sth400c111a1'
'2021-05-16 18:50:01',66.5511,0.737564,1.06679,'sth208e60be3'
'2021-05-16 19:00:01',27.7155,3.33814,2.42394,'sth40051251c'
'2021-05-16 19:10:01',128.421,1.00271,0.997144,'sth4003b50d4'
'2021-05-16 19:20:01',49.6623,0.779232,1.44745,'sth208166041'
'2021-05-16 19:30:01',63.1318,0.775314,0.877854,'sth4003324c7'
'2021-05-16 19:40:01',24.258,4.4215,1.0341,'sth4003f56a9'
'2021-05-16 19:50:01',76.6875,1.82066,1.46823,'sth20858a5f1'
'2021-05-16 20:00:01',37.0153,1.20645,1.34204,'sth20802039a'
'2021-05-16 20:10:01',171.581,1.52904,0.757044,'sth4007117a4'
'2021-05-16 20:20:01',107.712,0.641494,0.773776,'sth400f3abda'
'2021-05-16 20:30:01',55.7088,1.81447,1.10133,'sth40098c378'
'2021-05-16 20:40:01',31.4157,2.34156,2.13469,'sth208a676c9'
'2021-05-16 20:50:01',59.3928,2.5803,1.49964,'sth208990b3b'
'2021-05-16 21:00:01',76.1056,2.84333,1.61927,'sth40079cfc5'
'2021-05-16 21:10:01',27.3037,2.02802,1.81681,'sth40001805f'
'2021-05-16 21:20:01',38.3322,3.29196,1.45256,'sth208333f5d'
'2021-05-16 21:30:01',124.291,1.63395,2.09184,'sth400e8845a'
'2021-05-16 21:40:01',584.539,3.96176,1.97344,'sth400cbf25b'
'2021-05-16 21:50:01',91.395,1.57695,1.36466,'sth4005d1d89'
'2021-05-16 22:00:01',105.968,1.58596,1.61035,'sth208629068'
'2021-05-16 22:10:01',36.5435,1.80725,1.80267,'sth4007d4b80'
'2021-05-16 22:20:01',22.9946,1.78556,1.77857,'sth40061316d'
'2021-05-16 22:30:01',32.2374,2.65542,1.63429,'sth20828aebc'
'2021-05-16 22:40:01',26.8472,3.84574,2.87852,'sth4004df527'
'2021-05-16 22:50:01',26.5973,5.55004,2.84678,'sth2089a78a3'
'2021-05-16 23:00:01',29.1026,2.86628,2.32927,'sth2083e676a'
'2021-05-16 23:10:01',23.6046,4.25665,2.2516,'sth2089c4987'
'2021-05-16 23:20:01',29.2915,5.02034,1.92118,'sth400fbb4dd'
'2021-05-16 23:30:01',28.0101,7.42576,2.86984,'sth400dfe9b8'
'2021-05-16 23:40:01',23.6743,6.70566,2.57229,'sth4008187d9'
'2021-05-16 23:50:01',22.834,6.82408,3.08733,'sth208f615d1'
'2021-05-17 00:00:01',27.9744,6.07429,2.62453,'sth400a5ecd0'
'2021-05-17 00:10:01',21.4115,8.45545,4.48526,'sth40094aa3d'
'2021-05-17 00:20:01',19.4086,4.37368,3.67539,'sth400dc04d5'
'2021-05-17 00:30:01',25.6486,6.26682,3.25321,'sth400e5e997'
'2021-05-17 00:40:01',27.1708,2.53925,1.75559,'sth400dbd850'
'2021-05-17 00:50:01',24.0931,9.13707,4.54956,'sth400d8c269'
'2021-05-17 01:00:01',36.1063,3.08123,2.21525,'sth400714227'
'2021-05-17 01:10:02',36.8395,2.97093,1.96457,'sth400216432'
'2021-05-17 01:20:01',27.6877,4.29927,2.45946,'sth4001ff4be'
'2021-05-17 01:30:02',103.264,3.32395,2.68426,'sth40071bd8a'
'2021-05-17 01:40:01',30.7103,6.44147,2.77002,'sth40069b36e'
'2021-05-17 01:50:01',27.9804,6.38438,3.33235,'sth208459cca'
'2021-05-17 02:00:01',37.9908,2.73513,1.92237,'sth400db6b77'
'2021-05-17 02:10:01',31.5064,4.69264,2.26771,'sth208ddf657'
'2021-05-17 02:20:01',29.6913,9.27588,4.68946,'sth208bff331'
'2021-05-17 02:30:01',34.5707,3.61772,1.92499,'sth400a67b1d'
'2021-05-17 02:40:01',29.5174,5.16433,3.32485,'sth2088e23ee'
'2021-05-17 02:50:02',39.1679,1.60483,0.601543,'sth4001a8a6a'
'2021-05-17 03:00:01',36.2158,3.85482,1.95403,'sth208b39ef4'
'2021-05-17 03:10:01',21.9979,9.19095,2.75222,'sth40054ebab'
'2021-05-17 03:20:01',35.4079,4.51764,2.10278,'sth20892489a'
'2021-05-17 03:30:01',28.5364,9.95849,2.73389,'sth40069d03e'
'2021-05-17 03:40:01',27.5123,3.67027,1.41641,'sth4004bc0dc'
'2021-05-17 03:50:01',30.2614,4.54362,1.95089,'sth20887d60b'
'2021-05-17 04:00:01',28.9642,5.07556,3.23233,'sth2083eb9f6'
'2021-05-17 04:10:01',25.266,6.79006,2.15473,'sth208ee43eb'
'2021-05-17 04:20:01',27.0954,8.42306,2.48117,'sth208c67afd'
'2021-05-17 04:30:02',124.255,3.61824,2.0287,'sth208133b27'
'2021-05-17 04:40:02',32.7203,3.94021,1.56587,'sth208a8eacd'
'2021-05-17 04:50:01',26.995,4.94386,2.71614,'sth2081b364d'
'2021-05-17 05:00:01',31.8687,2.49608,1.85171,'sth208c92355'
'2021-05-17 05:10:01',27.1587,5.1677,2.58043,'sth400c18c82'
'2021-05-17 05:20:01',47.4077,5.15083,2.2703,'sth2085700ae'
'2021-05-17 05:30:01',26.5469,5.6103,2.05676,'sth400938e05'
'2021-05-17 05:40:01',25.8107,3.98567,2.61781,'sth4004d8753'
'2021-05-17 05:50:01',24.259,3.36458,2.40086,'sth400690e5e'
'2021-05-17 06:00:01',35.679,3.85705,0.328612,'sth20813d634'
'2021-05-17 06:10:01',30.5636,6.39277,2.92967,'sth2084e85b3'
'2021-05-17 06:20:01',29.665,10.7404,4.66218,'sth208196a6e'
'2021-05-17 06:30:01',23.2372,6.89576,2.39992,'sth400c739e9'
'2021-05-17 06:40:01',35.7069,4.93338,2.6439,'sth208360030'
'2021-05-17 06:50:01',29.972,4.86723,2.40323,'sth400692ecc'
'2021-05-17 07:00:01',68.9033,5.40074,2.43531,'sth2087b6d8c'
'2021-05-17 07:10:01',26.0814,6.32159,2.51312,'sth4003a9602'
'2021-05-17 07:20:01',27.2606,7.5689,3.98352,'sth208e08250'
'2021-05-17 07:30:01',39.5399,1.79665,1.93375,'sth208090c5e'
'2021-05-17 07:40:01',27.7175,4.01396,2.15151,'sth4005bdd24'
'2021-05-17 07:50:01',26.8678,4.44216,2.19778,'sth20829e151'
'2021-05-17 08:00:01',25.4214,4.73586,2.16041,'sth4007da7d8'
'2021-05-17 08:10:01',75.7966,4.74056,1.82785,'sth2080386da'
'2021-05-17 08:20:01',181.548,1.43193,1.3308,'sth2081ea0fd'
'2021-05-17 08:30:01',98.9903,1.90855,1.66821,'sth400f8a707'
'2021-05-17 08:40:01',90.245,3.1251,1.72576,'sth20822d468'
'2021-05-17 08:50:01',28.2908,6.65384,2.09583,'sth208087c36'
'2021-05-17 09:00:01',33.2753,2.66973,1.13261,'sth208ad63c0'
'2021-05-17 09:10:01',60.7831,1.56677,2.37211,'sth4008eaaf4'
'2021-05-17 09:20:01',35.696,1.40738,1.14689,'sth400e51a69'
'2021-05-17 09:30:01',35.9837,1.70564,1.89165,'sth40075868d'
'2021-05-17 09:40:02',67.5475,3.36199,1.78721,'sth2081aa4ae'
'2021-05-17 09:50:01',131.018,2.67957,1.13304,'sth400a48140'
'2021-05-17 10:00:01',27.7149,4.71036,2.08528,'sth400a31e2d'
'2021-05-17 10:10:01',26.3067,4.25854,2.46901,'sth208da31ea'
'2021-05-17 10:20:01',78.2497,3.22556,2.00844,'sth208036689'
'2021-05-17 10:30:01',67.9922,2.95212,2.30846,'sth208265188'
'2021-05-17 10:40:01',55.3091,2.95417,1.0342,'sth20871b50a'
'2021-05-17 10:50:02',80.4428,1.19944,0.919782,'sth208256fed'
'2021-05-17 11:00:01',46.1197,4.22241,0.9602,'sth208c97298'
'2021-05-17 11:10:01',29.8559,6.63051,3.14461,'sth208a861ea'
'2021-05-17 11:20:01',28.8584,7.88526,4.4888,'sth2080862dd'
'2021-05-17 11:30:01',64,3.08625,2.66669,'sth208a132ce'
'2021-05-17 11:40:01',29.3749,3.05286,3.17128,'sth2083e123f'
'2021-05-17 11:50:01',25.5342,5.67349,3.47971,'sth2087b49b6'
'2021-05-17 12:00:01',72.545,2.67684,2.03175,'sth40043bf7c'
'2021-05-17 12:10:01',27.4622,2.28759,1.0518,'sth40008d23d'
'2021-05-17 12:20:01',28.542,1.3149,1.88765,'sth40065f4ef'
'2021-05-17 12:30:01',130.277,1.46101,1.4613,'sth208aec7a4'
'2021-05-17 12:40:01',161.819,1.70361,0.921866,'sth400cf7616'
'2021-05-17 12:50:01',29.8627,2.05963,1.10562,'sth2085be7d7'
'2021-05-17 13:00:01',101.251,2.44761,1.22,'sth2080738da'
'2021-05-17 13:10:01',108.699,4.24688,1.073,'sth208a95481'
'2021-05-17 13:20:01',27.3503,4.89798,1.22238,'sth208fa6808'
'2021-05-17 13:30:01',39.8096,1.46258,1.54162,'sth208d42d66'
'2021-05-17 13:40:01',100.091,1.58196,2.0713,'sth400d537d6'
'2021-05-17 13:50:01',22.8428,6.17479,3.35774,'sth4005ac71a'
'2021-05-17 14:00:01',28.8613,4.63073,2.21078,'sth400f19f6d'
'2021-05-17 14:10:01',25.7611,4.70654,1.3862,'sth400c3bf90'
'2021-05-17 14:20:01',38.111,1.59836,2.17923,'sth4007f98b5'
'2021-05-17 14:30:01',31.8435,3.96362,1.88739,'sth20814e985'
'2021-05-17 14:40:01',35.9476,6.49319,2.66429,'sth40040d776'
'2021-05-17 14:50:01',28.5368,3.96663,1.92315,'sth4009d11aa'
'2021-05-17 15:00:01',49.9991,6.03434,1.84342,'sth208f1089f'
'2021-05-17 15:10:02',46.5531,1.06623,1.78209,'sth20808e0dc'
'2021-05-17 15:20:01',30.6434,3.7623,2.58806,'sth400a3e5f1'
'2021-05-17 15:30:01',35.8265,3.54636,2.41934,'sth208517e18'
'2021-05-17 15:40:01',35.6848,6.89303,2.68095,'sth40023fcb4'
'2021-05-17 15:50:01',35.101,5.27374,2.26251,'sth20887962e'
'2021-05-17 16:00:01',32.8587,2.17337,1.1733,'sth4005d3bf5'
'2021-05-17 16:10:01',24.7069,3.3643,1.3372,'sth4009737ed'
'2021-05-17 16:20:02',31.6856,2.22509,2.87414,'sth208230423'
'2021-05-17 16:30:01',27.6809,5.16019,2.84166,'sth400e0cc76'
'2021-05-17 16:40:01',51.4202,5.19721,2.10715,'sth20899d792'
'2021-05-17 16:50:01',27.3105,9.34321,2.4747,'sth400f262d0'
'2021-05-17 17:00:01',31.6732,4.00905,1.16403,'sth208e1e2b9'
'2021-05-17 17:10:01',26.3827,5.51419,2.38786,'sth2084e2526'
'2021-05-17 17:20:01',25.9879,3.91613,1.5179,'sth208f8d7ce'
'2021-05-17 17:30:01',85.9355,5.73506,2.22827,'sth40077549b'
'2021-05-17 17:40:01',27.4042,3.70255,1.86302,'sth208da0389'
'2021-05-17 17:50:01',28.9802,4.68407,1.47342,'sth208fd80aa'
'2021-05-17 18:00:02',27.7918,0.76994,1.84373,'sth400f08732'
'2021-05-17 18:10:01',136.644,1.02227,3.06936,'sth208fd6ae0'
'2021-05-17 18:20:01',29.3108,2.2085,2.88166,'sth2081cca12'
'2021-05-17 18:30:01',139.704,1.27051,2.12964,'sth4005366e4'
'2021-05-17 18:40:01',29.1043,0.968337,1.51304,'sth20882bb75'
'2021-05-17 18:50:01',50.3988,1.3022,0.986998,'sth20898a506'
'2021-05-17 19:00:01',85.736,1.39584,2.23103,'sth400578943'
'2021-05-17 19:10:02',287.853,1.55109,1.84772,'sth40011b7ee'
'2021-05-17 19:20:01',103.67,0.514447,0.380364,'sth2084ad1be'
'2021-05-17 19:30:01',198.452,0.694926,3.64852,'sth208de81dd'
'2021-05-17 19:40:01',45.1495,0.792365,1.19879,'sth208eacd4c'
'2021-05-17 19:50:01',53.8565,0.619618,1.46718,'sth208dbffdc'
'2021-05-17 20:00:01',157.381,0.522974,1.30814,'sth2086d8d7c'
'2021-05-17 20:10:01',75.588,0.475634,1.33462,'sth208a3e29a'
'2021-05-17 20:20:02',68.556,1.13338,0.876917,'sth2083a0c6d'
'2021-05-17 20:30:02',68.4909,0.912438,0.481163,'sth2088a2e95'
'2021-05-17 20:40:01',22.3369,3.58858,3.68853,'sth400e7e0a0'
'2021-05-17 20:50:01',191.795,1.22972,1.19418,'sth208a5a721'
'2021-05-17 21:00:01',120.573,0.719387,1.51018,'sth4000dc108'
'2021-05-17 21:10:01',41.8716,1.97615,1.71253,'sth208d2d21e'
'2021-05-17 21:20:01',48.1322,2.13017,2.49715,'sth4008bbe82'
'2021-05-17 21:30:01',42.7913,3.78863,2.60768,'sth400305bef'
'2021-05-17 21:40:01',106.933,2.1717,1.53609,'sth400ebe5a8'
'2021-05-17 21:50:01',27.3968,5.20099,3.29645,'sth208ab67a8'
'2021-05-17 22:00:01',52.4107,1.92501,2.21152,'sth20882a2ea'
'2021-05-17 22:10:01',39.4675,3.72317,3.01445,'sth2081abc6c'
'2021-05-17 22:20:01',26.2538,3.90219,3.06102,'sth400aeb995'
'2021-05-17 22:30:01',606.134,1.71484,0.373282,'sth2086c9698'
'2021-05-17 22:40:01',28.9943,1.06331,2.41405,'sth400e44c36'
'2021-05-17 22:50:01',25.8542,5.72072,3.26093,'sth400b8b79a'
'2021-05-17 23:00:01',34.297,3.4988,1.51624,'sth2083c81a6'
'2021-05-17 23:10:01',25.5341,5.67769,2.16666,'sth400dfbe69'
'2021-05-17 23:20:01',33.2749,6.63125,2.81856,'sth400147fbf'
'2021-05-17 23:30:02',115.677,2.90083,2.4578,'sth208650c38'
'2021-05-17 23:40:02',31.2493,4.34835,2.33739,'sth40ac31501'
'2021-05-17 23:50:01',27.9707,5.66022,3.5385,'sth208ec7c3a'
'2021-05-18 00:00:01',48.2132,4.84141,2.61605,'sth40a65a86a'
'2021-05-18 00:10:01',28.5302,6.03684,3.3241,'sth208523bde'
'2021-05-18 00:20:01',38.1054,3.28949,1.44394,'sth208cf2f4a'
'2021-05-18 00:30:01',34.8927,4.26803,2.63896,'sth2088ecb53'
'2021-05-18 00:40:01',32.1209,3.1287,2.62808,'sth2080470d5'
'2021-05-18 00:50:01',27.9876,5.84027,2.52332,'sth2080fc5af'
'2021-05-18 01:00:01',33.9771,4.75967,2.48509,'sth208e7583a'
'2021-05-18 01:10:01',28.3963,6.84929,2.66781,'sth40aa1312f'
'2021-05-18 01:20:01',144.104,1.96195,2.34062,'sth2080874fb'
'2021-05-18 01:30:01',34.5681,2.59804,1.89745,'sth208ffdc6a'
'2021-05-18 01:40:01',29.1213,9.79482,4.07595,'sth2081b2098'
'2021-05-18 01:50:01',23.5358,5.96685,2.90504,'sth40a4825a2'
'2021-05-18 02:00:01',28.6961,5.66312,2.45098,'sth40a8f522f'
'2021-05-18 02:10:01',32.8226,5.97733,2.64038,'sth208bd44d6'
'2021-05-18 02:20:01',26.5198,4.99648,2.35707,'sth40ad8c05a'
'2021-05-18 02:30:01',40.5434,6.39319,2.70575,'sth208f2efd4'
'2021-05-18 02:40:01',26.6685,5.05461,2.41239,'sth208f01525'
'2021-05-18 02:50:01',33.0024,4.74884,2.47033,'sth208ce954a'
'2021-05-18 03:00:01',27.1393,5.52769,2.67248,'sth40a9cae57'
'2021-05-18 03:10:01',25.8466,5.3479,2.40171,'sth40a4b7362'
'2021-05-18 03:20:01',26.4163,4.15796,2.44218,'sth2089a3ccb'
'2021-05-18 03:30:02',32.9664,4.25432,2.3857,'sth208b56a70'
'2021-05-18 03:40:01',31.9954,3.99149,2.02529,'sth2080c42e3'
'2021-05-18 03:50:02',37.6423,4.52215,1.94668,'sth208de3a92'
'2021-05-18 04:00:01',28.2529,3.00482,2.15218,'sth2082be1dc'
'2021-05-18 04:10:01',23.8616,4.42612,2.80838,'sth40a6c75c0'
'2021-05-18 04:20:01',23.9731,7.94339,4.60524,'sth2088e68e2'
'2021-05-18 04:30:01',42.4519,2.16246,1.7997,'sth208da394b'
'2021-05-18 04:40:01',67.6908,5.78236,3.04669,'sth40a816b12'
'2021-05-18 04:50:01',28.8312,5.58569,2.70746,'sth40a1fd185'
'2021-05-18 05:00:01',27.99,5.2499,3.27822,'sth40ac14f51'
'2021-05-18 05:10:01',25.8265,3.15561,2.01506,'sth40abf1878'
'2021-05-18 05:20:01',27.2784,5.17723,2.72218,'sth208392bb3'
'2021-05-18 05:30:01',26.5686,5.50203,2.35533,'sth40a1ca475'
